CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2;Passivo Total;18721293.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2;Passivo Total;20532909.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01;Passivo Circulante;15056105.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01;Passivo Circulante;14748880.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.01;Obrigações Sociais e Trabalhistas;479412.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.01;Obrigações Sociais e Trabalhistas;474797.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.01.01;Obrigações Sociais;0.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.01.01;Obrigações Sociais;0.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.01.02;Obrigações Trabalhistas;479412.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.01.02;Obrigações Trabalhistas;474797.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.02;Fornecedores;2517828.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.02;Fornecedores;2277841.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.02.01;Fornecedores Nacionais;1734842.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.02.01;Fornecedores Nacionais;1455150.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.02.02;Fornecedores Estrangeiros;782986.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.02.02;Fornecedores Estrangeiros;822691.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03;Obrigações Fiscais;193588.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03;Obrigações Fiscais;142168.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.01;Obrigações Fiscais Federais;189147.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.01;Obrigações Fiscais Federais;137698.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.01.02;PIS/COFINS;55385.0;N
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.01.02;PIS/COFINS;9653.0;N
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.01.03;Outros;133762.0;N
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.01.03;Outros;128045.0;N
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.02;Obrigações Fiscais Estaduais;1950.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.02;Obrigações Fiscais Estaduais;2118.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.03;Obrigações Fiscais Municipais;2491.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.03;Obrigações Fiscais Municipais;2352.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04;Empréstimos e Financiamentos;5153677.0;S
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;24112;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.04;Empréstimos e Financiamentos;4813250.0;S
