CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;COLUNA_DF;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Patrimônio Líquido;5.04;Transações de Capital com os Sócios;48388.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Capital Social Integralizado;5.04.01;Aumentos de Capital;44509.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Capital Social Integralizado;5.04.01;Aumentos de Capital;23065.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Lucro;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Reservas de Lucro;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Lucros ou Prejuízos Acumulados;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Lucros ou Prejuízos Acumulados;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Outros Resultados Abrangentes;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Outros Resultados Abrangentes;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Patrimônio Líquido;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Patrimônio Líquido;5.04.01;Aumentos de Capital;23065.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Capital Social Integralizado;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Capital Social Integralizado;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Lucro;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Reservas de Lucro;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Lucros ou Prejuízos Acumulados;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Lucros ou Prejuízos Acumulados;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Outros Resultados Abrangentes;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Outros Resultados Abrangentes;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Patrimônio Líquido;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Patrimônio Líquido;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Capital Social Integralizado;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Capital Social Integralizado;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.03;Opções Outorgadas Reconhecidas;-1416.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.03;Opções Outorgadas Reconhecidas;23627.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Lucro;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Reservas de Lucro;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Lucros ou Prejuízos Acumulados;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Lucros ou Prejuízos Acumulados;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Outros Resultados Abrangentes;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Outros Resultados Abrangentes;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Patrimônio Líquido;5.04.03;Opções Outorgadas Reconhecidas;40009.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Patrimônio Líquido;5.04.03;Opções Outorgadas Reconhecidas;23627.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Capital Social Integralizado;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Capital Social Integralizado;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.04;Ações em Tesouraria Adquiridas;-16198.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.04;Ações em Tesouraria Adquiridas;1755.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Lucro;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Reservas de Lucro;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Lucros ou Prejuízos Acumulados;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Lucros ou Prejuízos Acumulados;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Outros Resultados Abrangentes;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Outros Resultados Abrangentes;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Patrimônio Líquido;5.04.04;Ações em Tesouraria Adquiridas;-16198.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Patrimônio Líquido;5.04.04;Ações em Tesouraria Adquiridas;1755.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Capital Social Integralizado;5.04.05;Ações em Tesouraria Vendidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Capital Social Integralizado;5.04.05;Ações em Tesouraria Vendidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.05;Ações em Tesouraria Vendidas;17421.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.05;Ações em Tesouraria Vendidas;0.0;S
09.305.994/0001-29;2022-12-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;Reservas de Lucro;5.04.05;Ações em Tesouraria Vendidas;0.0;S
