CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
09.305.994/0001-29;2023-03-31;1;AZUL S.A.;24112;ITR;126628;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126628
09.305.994/0001-29;2023-06-30;1;AZUL S.A.;24112;ITR;129950;2023-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129950
09.305.994/0001-29;2023-09-30;1;AZUL S.A.;24112;ITR;132976;2023-12-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132976
09.305.994/0001-29;2023-09-30;2;AZUL S.A.;24112;ITR;132979;2023-12-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132979
